dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,random_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000122,"If the producer in this ecosystem disappeared, the organism directly affected would be",hf://lmms-lab/ai2d-no-mask/test/000122,0.08275947793191309
ai2d,random_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000165,Which stage in this cycle is the most immature?,hf://lmms-lab/ai2d-no-mask/test/000165,0.07210250973445957
ai2d,random_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000170,Name an organism that is an herbivore in the given food web,hf://lmms-lab/ai2d-no-mask/test/000170,0.05006115460104062
ai2d,lexical_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.630037248368655
ai2d,lexical_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5859504464394044
ai2d,lexical_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,0.4297672591397895
ai2d,lexical_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.4280840598147462
ai2d,lexical_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.4161973071885601
ai2d,same_topic_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.630037248368655
ai2d,same_topic_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5859504464394044
ai2d,same_topic_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,0.4297672591397895
ai2d,same_topic_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.4280840598147462
ai2d,same_topic_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.4161973071885601
ai2d,same_skill_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.630037248368655
ai2d,same_skill_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5859504464394044
ai2d,same_skill_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,0.4297672591397895
ai2d,same_skill_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.4280840598147462
ai2d,same_skill_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.4161973071885601
ai2d,random_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000082,What is located at letter Q?,hf://lmms-lab/ai2d-no-mask/test/000082,0.02369055154145377
ai2d,random_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000140,"In the diagram of the food web shown, what does the camel get some of its energy from?",hf://lmms-lab/ai2d-no-mask/test/000140,0.06156448709606983
ai2d,random_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000144,Which is larger the moon or the sun?,hf://lmms-lab/ai2d-no-mask/test/000144,0.026728340874731808
ai2d,random_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000162,Fourth Instar Nymph can be found at which point?,hf://lmms-lab/ai2d-no-mask/test/000162,0.024883682632551227
ai2d,random_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000168,"In the above diagram, which organism is known as producer?",hf://lmms-lab/ai2d-no-mask/test/000168,0.09211446415214948
ai2d,lexical_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4297672591397895
ai2d,lexical_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.350989001990751
ai2d,lexical_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.2975607732583769
ai2d,lexical_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25857081930734044
ai2d,lexical_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.25721286472685917
ai2d,same_topic_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4297672591397895
ai2d,same_topic_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.350989001990751
ai2d,same_topic_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.2975607732583769
ai2d,same_topic_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25857081930734044
ai2d,same_topic_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.25721286472685917
ai2d,same_skill_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4297672591397895
ai2d,same_skill_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.350989001990751
ai2d,same_skill_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.2975607732583769
ai2d,same_skill_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25857081930734044
ai2d,same_skill_wrong_image,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.25721286472685917
ai2d,random_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000053,How long does it take to complete the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000053,0.0100427122497156
ai2d,random_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000062,What is the animal shown in the image?,hf://lmms-lab/ai2d-no-mask/test/000062,0.19709627347644376
ai2d,random_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000082,What is located at letter Q?,hf://lmms-lab/ai2d-no-mask/test/000082,0.03884562234545914
ai2d,random_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000180,What object is shown in the diagram above?,hf://lmms-lab/ai2d-no-mask/test/000180,0.03611167077594789
ai2d,random_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000188,Plants are what type of producers in this chart?,hf://lmms-lab/ai2d-no-mask/test/000188,0.019914836551060577
ai2d,lexical_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4280840598147462
ai2d,lexical_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.42690048139278597
ai2d,lexical_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.41710927418926536
ai2d,lexical_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.40059693789140155
ai2d,lexical_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,0.3509324350216451
ai2d,same_topic_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4280840598147462
ai2d,same_topic_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.42690048139278597
ai2d,same_topic_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.41710927418926536
ai2d,same_topic_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.40059693789140155
ai2d,same_topic_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,0.3509324350216451
ai2d,same_skill_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.4280840598147462
ai2d,same_skill_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.42690048139278597
ai2d,same_skill_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.41710927418926536
ai2d,same_skill_wrong_image,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.40059693789140155
